7_days,14_days,21_days,28_days,nth_day,week_day,target
58.0,58.0,59.0,59.0,1,3,56
45.0,46.0,48.0,47.0,2,4,48
51.0,51.0,54.0,52.0,3,5,59
60.0,60.0,60.0,60.0,4,6,57
60.0,60.0,60.0,60.0,5,0,60
60.0,60.0,60.0,60.0,6,1,57
55.0,58.0,58.0,54.0,7,2,56
49.0,50.0,50.0,50.0,1,4,48
60.0,60.0,60.0,60.0,2,5,59
60.0,60.0,60.0,60.0,3,6,57
60.0,60.0,60.0,60.0,4,0,60
60.0,60.0,60.0,60.0,5,1,57
49.0,50.0,51.0,49.0,6,2,56
44.0,47.0,47.0,44.0,7,3,53
57.0,58.0,59.0,59.0,1,5,59
60.0,60.0,60.0,60.0,2,6,57
60.0,60.0,60.0,60.0,3,0,60
60.0,60.0,60.0,60.0,4,1,57
50.0,50.0,53.0,51.0,5,2,56
50.0,49.0,51.0,48.0,6,3,53
60.0,60.0,60.0,60.0,7,4,57
58.0,59.0,60.0,60.0,1,6,57
60.0,60.0,60.0,60.0,2,0,60
60.0,60.0,60.0,60.0,3,1,57
54.0,54.0,56.0,56.0,4,2,56
49.0,50.0,52.0,50.0,5,3,53
60.0,60.0,60.0,60.0,6,4,57
60.0,60.0,60.0,60.0,7,5,58
60.0,60.0,60.0,60.0,1,0,60
60.0,60.0,60.0,60.0,2,1,57
52.0,51.0,53.0,54.0,3,2,56
55.0,53.0,55.0,55.0,4,3,53
60.0,60.0,60.0,60.0,5,4,57
60.0,60.0,60.0,60.0,6,5,58
60.0,60.0,60.0,60.0,7,6,59
59.0,59.0,60.0,60.0,1,1,57
56.0,57.0,59.0,60.0,2,2,56
44.0,45.0,47.0,48.0,3,3,53
60.0,60.0,60.0,60.0,4,4,57
60.0,60.0,60.0,60.0,5,5,58
60.0,60.0,60.0,60.0,6,6,59
52.0,52.0,55.0,54.0,7,0,57
57.0,58.0,59.0,60.0,1,2,56
45.0,47.0,48.0,50.0,2,3,53
60.0,60.0,60.0,60.0,3,4,57
60.0,60.0,60.0,60.0,4,5,58
60.0,60.0,60.0,60.0,5,6,59
60.0,60.0,60.0,60.0,6,0,57
25.0,27.0,29.0,29.0,7,1,47
49.0,50.0,50.0,51.0,1,3,53
60.0,60.0,60.0,60.0,2,4,57
60.0,60.0,60.0,60.0,3,5,58
60.0,60.0,60.0,60.0,4,6,59
60.0,60.0,60.0,60.0,5,0,57
27.0,29.0,30.0,30.0,6,1,47
45.0,48.0,51.0,52.0,7,2,51
58.0,59.0,60.0,60.0,1,4,57
60.0,60.0,60.0,60.0,2,5,58
60.0,60.0,60.0,60.0,3,6,59
60.0,60.0,60.0,60.0,4,0,57
36.0,38.0,39.0,40.0,5,1,47
43.0,45.0,46.0,47.0,6,2,51
46.0,48.0,51.0,52.0,7,3,49
59.0,60.0,60.0,60.0,1,5,58
60.0,60.0,60.0,60.0,2,6,59
60.0,60.0,60.0,60.0,3,0,57
36.0,39.0,39.0,41.0,4,1,47
42.0,45.0,46.0,48.0,5,2,51
46.0,49.0,49.0,52.0,6,3,49
50.0,53.0,55.0,57.0,7,4,49
59.0,59.0,60.0,60.0,1,6,59
60.0,60.0,60.0,60.0,2,0,57
35.0,39.0,40.0,41.0,3,1,47
38.0,42.0,44.0,46.0,4,2,51
41.0,46.0,49.0,51.0,5,3,49
48.0,55.0,58.0,60.0,6,4,49
40.0,46.0,50.0,53.0,7,5,47
57.0,58.0,59.0,60.0,1,2,56
45.0,47.0,48.0,50.0,2,3,53
60.0,60.0,60.0,60.0,3,4,57
60.0,60.0,60.0,60.0,4,5,58
60.0,60.0,60.0,60.0,5,6,59
60.0,60.0,60.0,60.0,6,0,57
25.0,27.0,29.0,29.0,7,1,47
49.0,50.0,50.0,51.0,1,3,53
60.0,60.0,60.0,60.0,2,4,57
60.0,60.0,60.0,60.0,3,5,58
60.0,60.0,60.0,60.0,4,6,59
60.0,60.0,60.0,60.0,5,0,57
27.0,29.0,30.0,30.0,6,1,47
45.0,48.0,51.0,52.0,7,2,51
58.0,59.0,60.0,60.0,1,4,57
60.0,60.0,60.0,60.0,2,5,58
60.0,60.0,60.0,60.0,3,6,59
60.0,60.0,60.0,60.0,4,0,57
36.0,38.0,39.0,40.0,5,1,47
43.0,45.0,46.0,47.0,6,2,51
46.0,48.0,51.0,52.0,7,3,49
59.0,60.0,60.0,60.0,1,5,58
60.0,60.0,60.0,60.0,2,6,59
60.0,60.0,60.0,60.0,3,0,57
36.0,39.0,39.0,41.0,4,1,47
42.0,45.0,46.0,48.0,5,2,51
46.0,49.0,49.0,52.0,6,3,49
50.0,53.0,55.0,57.0,7,4,49
59.0,59.0,60.0,60.0,1,6,59
60.0,60.0,60.0,60.0,2,0,57
35.0,39.0,40.0,41.0,3,1,47
38.0,42.0,44.0,46.0,4,2,51
41.0,46.0,49.0,51.0,5,3,49
48.0,55.0,58.0,60.0,6,4,49
40.0,46.0,50.0,53.0,7,5,47
58.0,58.0,59.0,59.0,1,0,57
37.0,39.0,40.0,41.0,2,1,47
39.0,43.0,44.0,45.0,3,2,51
45.0,51.0,52.0,54.0,4,3,49
48.0,54.0,56.0,59.0,5,4,49
41.0,46.0,47.0,50.0,6,5,47
48.0,56.0,58.0,60.0,7,6,55
39.0,40.0,40.0,40.0,1,1,47
38.0,39.0,41.0,42.0,2,2,51
43.0,45.0,46.0,48.0,3,3,49
46.0,50.0,52.0,54.0,4,4,49
34.0,37.0,39.0,41.0,5,5,47
52.0,55.0,57.0,60.0,6,6,55
41.0,44.0,46.0,48.0,7,0,54
47.0,47.0,47.0,48.0,1,2,51
41.0,42.0,43.0,44.0,2,3,49
41.0,42.0,43.0,45.0,3,4,49
34.0,36.0,38.0,39.0,4,5,47
46.0,49.0,51.0,54.0,5,6,55
38.0,39.0,40.0,42.0,6,0,54
32.0,33.0,35.0,37.0,7,1,51
49.0,48.0,49.0,49.0,1,3,49
44.0,44.0,46.0,47.0,2,4,49
33.0,33.0,35.0,36.0,3,5,47
45.0,48.0,50.0,52.0,4,6,55
40.0,43.0,46.0,47.0,5,0,54
30.0,31.0,33.0,34.0,6,1,51
38.0,39.0,40.0,43.0,7,2,56
50.0,49.0,50.0,50.0,1,4,49
34.0,34.0,35.0,36.0,2,5,47
44.0,46.0,48.0,49.0,3,6,55
41.0,44.0,46.0,48.0,4,0,54
34.0,37.0,39.0,40.0,5,1,51
49.0,51.0,53.0,54.0,6,2,56
50.0,53.0,55.0,57.0,7,3,59
45.0,44.0,44.0,45.0,1,5,47
50.0,49.0,51.0,52.0,2,6,55
46.0,46.0,48.0,49.0,3,0,54
35.0,35.0,37.0,38.0,4,1,51
46.0,48.0,51.0,52.0,5,2,56
53.0,55.0,57.0,58.0,6,3,59
35.0,36.0,37.0,38.0,7,4,49
55.0,54.0,54.0,54.0,1,6,55
54.0,50.0,51.0,52.0,2,0,54
39.0,36.0,38.0,39.0,3,1,51
52.0,49.0,53.0,54.0,4,2,56
52.0,49.0,52.0,55.0,5,3,59
36.0,32.0,34.0,35.0,6,4,49
52.0,45.0,48.0,50.0,7,5,50
54.0,53.0,53.0,53.0,1,0,54
49.0,45.0,45.0,46.0,2,1,51
53.0,48.0,50.0,51.0,3,2,56
58.0,53.0,57.0,58.0,4,3,59
29.0,27.0,28.0,29.0,5,4,49
44.0,39.0,42.0,43.0,6,5,50
47.0,40.0,43.0,44.0,7,6,52
51.0,50.0,50.0,50.0,1,1,51
58.0,51.0,51.0,52.0,2,2,56
60.0,60.0,60.0,60.0,3,3,59
28.0,25.0,26.0,26.0,4,4,49
52.0,46.0,47.0,48.0,5,5,50
52.0,46.0,47.0,48.0,6,6,52
47.0,42.0,43.0,44.0,7,0,58
58.0,57.0,57.0,57.0,1,2,56
60.0,60.0,59.0,59.0,2,3,59
35.0,31.0,31.0,31.0,3,4,49
53.0,48.0,48.0,49.0,4,5,50
47.0,42.0,43.0,44.0,5,6,52
60.0,60.0,60.0,60.0,6,0,58
43.0,40.0,40.0,41.0,7,1,50
58.0,58.0,58.0,58.0,1,3,59
36.0,34.0,33.0,33.0,2,4,49
54.0,48.0,47.0,48.0,3,5,50
51.0,46.0,46.0,48.0,4,6,52
60.0,58.0,59.0,60.0,5,0,58
37.0,35.0,35.0,36.0,6,1,50
31.0,29.0,29.0,29.0,7,2,49
49.0,49.0,49.0,49.0,1,4,49
54.0,51.0,50.0,51.0,2,5,50
54.0,49.0,48.0,50.0,3,6,52
60.0,60.0,60.0,60.0,4,0,58
34.0,30.0,31.0,31.0,5,1,50
32.0,29.0,30.0,30.0,6,2,49
31.0,29.0,29.0,29.0,7,3,53
49.0,49.0,49.0,49.0,1,5,50
59.0,55.0,53.0,54.0,2,6,52
60.0,60.0,60.0,60.0,3,0,58
41.0,36.0,35.0,35.0,4,1,50
37.0,31.0,31.0,32.0,5,2,49
28.0,25.0,25.0,25.0,6,3,53
56.0,51.0,49.0,50.0,7,4,55
52.0,52.0,52.0,52.0,1,6,52
60.0,60.0,60.0,60.0,2,0,58
41.0,40.0,37.0,37.0,3,1,50
32.0,29.0,27.0,28.0,4,2,49
34.0,31.0,28.0,29.0,5,3,53
58.0,55.0,49.0,51.0,6,4,55
50.0,48.0,42.0,44.0,7,5,49
60.0,60.0,60.0,60.0,1,0,58
42.0,42.0,40.0,40.0,2,1,50
36.0,35.0,33.0,33.0,3,2,49
50.0,47.0,43.0,45.0,4,3,53
54.0,50.0,45.0,47.0,5,4,55
48.0,44.0,40.0,41.0,6,5,49
48.0,46.0,40.0,42.0,7,6,59
47.0,48.0,47.0,48.0,1,1,50
33.0,34.0,32.0,32.0,2,2,49
52.0,54.0,50.0,50.0,3,3,53
48.0,47.0,44.0,44.0,4,4,55
45.0,44.0,40.0,40.0,5,5,49
48.0,47.0,44.0,44.0,6,6,59
60.0,60.0,54.0,54.0,7,0,57
45.0,46.0,46.0,45.0,1,2,49
54.0,55.0,52.0,51.0,2,3,53
48.0,49.0,46.0,45.0,3,4,55
48.0,48.0,44.0,44.0,4,5,49
60.0,60.0,56.0,55.0,5,6,59
59.0,58.0,55.0,54.0,6,0,57
38.0,36.0,33.0,33.0,7,1,46
54.0,54.0,54.0,54.0,1,3,53
56.0,56.0,53.0,51.0,2,4,55
54.0,55.0,51.0,50.0,3,5,49
55.0,53.0,49.0,48.0,4,6,59
60.0,60.0,56.0,56.0,5,0,57
47.0,45.0,42.0,41.0,6,1,46
60.0,60.0,60.0,60.0,7,2,50
56.0,56.0,56.0,56.0,1,4,55
52.0,51.0,49.0,48.0,2,5,49
60.0,60.0,56.0,54.0,3,6,59
59.0,56.0,51.0,50.0,4,0,57
46.0,42.0,37.0,37.0,5,1,46
60.0,60.0,59.0,58.0,6,2,50
60.0,60.0,60.0,60.0,7,3,53
50.0,50.0,50.0,50.0,1,5,49
60.0,60.0,60.0,60.0,2,6,59
60.0,60.0,60.0,60.0,3,0,57
41.0,41.0,37.0,36.0,4,1,46
60.0,60.0,54.0,52.0,5,2,50
60.0,60.0,60.0,58.0,6,3,53
60.0,60.0,54.0,52.0,7,4,57
58.0,58.0,58.0,58.0,1,6,59
60.0,60.0,60.0,60.0,2,0,57
44.0,45.0,43.0,41.0,3,1,46
54.0,53.0,50.0,46.0,4,2,50
60.0,60.0,58.0,54.0,5,3,53
60.0,58.0,54.0,50.0,6,4,57
60.0,60.0,60.0,54.0,7,5,47
57.0,57.0,57.0,57.0,1,0,57
46.0,45.0,45.0,43.0,2,1,46
51.0,51.0,50.0,47.0,3,2,50
60.0,60.0,57.0,52.0,4,3,53
60.0,60.0,57.0,52.0,5,4,57
60.0,60.0,59.0,53.0,6,5,47
60.0,59.0,56.0,49.0,7,6,59
45.0,44.0,45.0,44.0,1,1,46
52.0,51.0,52.0,49.0,2,2,50
55.0,54.0,54.0,51.0,3,3,53
60.0,60.0,60.0,60.0,4,4,57
59.0,55.0,53.0,49.0,5,5,47
60.0,58.0,56.0,52.0,6,6,59
60.0,60.0,60.0,60.0,7,0,58
49.0,49.0,49.0,49.0,1,2,50
54.0,54.0,55.0,52.0,2,3,53
58.0,57.0,57.0,55.0,3,4,57
53.0,49.0,48.0,45.0,4,5,47
58.0,55.0,53.0,49.0,5,6,59
60.0,60.0,60.0,60.0,6,0,58
60.0,60.0,60.0,60.0,7,1,58
55.0,55.0,55.0,55.0,1,3,53
52.0,54.0,54.0,52.0,2,4,57
44.0,45.0,46.0,44.0,3,5,47
60.0,60.0,58.0,54.0,4,6,59
60.0,60.0,60.0,60.0,5,0,58
60.0,60.0,57.0,54.0,6,1,58
31.0,31.0,30.0,28.0,7,2,52
55.0,56.0,56.0,56.0,1,4,57
39.0,41.0,41.0,39.0,2,5,47
57.0,59.0,59.0,56.0,3,6,59
60.0,60.0,60.0,60.0,4,0,58
53.0,57.0,55.0,51.0,5,1,58
33.0,35.0,34.0,32.0,6,2,52
54.0,59.0,57.0,53.0,7,3,57
46.0,46.0,47.0,47.0,1,5,47
57.0,58.0,60.0,58.0,2,6,59
60.0,60.0,60.0,60.0,3,0,58
55.0,56.0,56.0,53.0,4,1,58
32.0,34.0,34.0,31.0,5,2,52
60.0,60.0,60.0,60.0,6,3,57
35.0,37.0,37.0,35.0,7,4,42
59.0,59.0,59.0,59.0,1,6,59
60.0,60.0,60.0,60.0,2,0,58
57.0,58.0,59.0,58.0,3,1,58
45.0,46.0,46.0,44.0,4,2,52
60.0,60.0,60.0,60.0,5,3,57
29.0,32.0,32.0,31.0,6,4,42
46.0,51.0,51.0,49.0,7,5,50
59.0,59.0,59.0,59.0,1,0,58
57.0,58.0,58.0,58.0,2,1,58
46.0,47.0,47.0,47.0,3,2,52
60.0,60.0,60.0,60.0,4,3,57
32.0,34.0,34.0,33.0,5,4,42
47.0,52.0,53.0,51.0,6,5,50
42.0,48.0,48.0,47.0,7,6,57
56.0,56.0,56.0,56.0,1,1,58
51.0,52.0,52.0,53.0,2,2,52
52.0,54.0,54.0,55.0,3,3,57
26.0,28.0,27.0,27.0,4,4,42
45.0,50.0,50.0,49.0,5,5,50
36.0,42.0,42.0,42.0,6,6,57
44.0,51.0,53.0,52.0,7,0,58
54.0,54.0,54.0,54.0,1,2,52
51.0,52.0,52.0,53.0,2,3,57
29.0,30.0,30.0,30.0,3,4,42
47.0,52.0,51.0,51.0,4,5,50
41.0,45.0,45.0,44.0,5,6,57
49.0,56.0,56.0,55.0,6,0,58
35.0,41.0,42.0,42.0,7,1,44
57.0,58.0,58.0,58.0,1,3,57
37.0,37.0,38.0,38.0,2,4,42
46.0,47.0,48.0,48.0,3,5,50
50.0,53.0,54.0,53.0,4,6,57
57.0,59.0,60.0,59.0,5,0,58
39.0,42.0,43.0,42.0,6,1,44
35.0,38.0,39.0,39.0,7,2,46
43.0,43.0,43.0,43.0,1,4,42
47.0,46.0,47.0,47.0,2,5,50
54.0,55.0,56.0,57.0,3,6,57
60.0,60.0,60.0,60.0,4,0,58
43.0,43.0,46.0,45.0,5,1,44
39.0,40.0,42.0,42.0,6,2,46
37.0,37.0,40.0,39.0,7,3,49
48.0,48.0,48.0,48.0,1,5,50
60.0,60.0,60.0,60.0,2,6,57
59.0,58.0,59.0,60.0,3,0,58
41.0,41.0,42.0,42.0,4,1,44
39.0,39.0,41.0,41.0,5,2,46
32.0,32.0,34.0,34.0,6,3,49
56.0,56.0,60.0,60.0,7,4,45
56.0,57.0,57.0,57.0,1,6,57
60.0,60.0,60.0,60.0,2,0,58
48.0,48.0,48.0,49.0,3,1,44
39.0,39.0,40.0,40.0,4,2,46
33.0,32.0,34.0,34.0,5,3,49
52.0,51.0,54.0,54.0,6,4,45
32.0,31.0,33.0,33.0,7,5,48
57.0,58.0,58.0,58.0,1,0,58
43.0,44.0,44.0,44.0,2,1,44
38.0,38.0,39.0,39.0,3,2,46
30.0,29.0,30.0,30.0,4,3,49
55.0,54.0,56.0,56.0,5,4,45
39.0,38.0,40.0,40.0,6,5,48
60.0,60.0,60.0,60.0,7,6,50
43.0,43.0,43.0,43.0,1,1,44
43.0,42.0,43.0,43.0,2,2,46
34.0,32.0,32.0,32.0,3,3,49
55.0,52.0,55.0,54.0,4,4,45
49.0,45.0,47.0,46.0,5,5,48
59.0,52.0,55.0,55.0,6,6,50
60.0,60.0,60.0,60.0,7,0,53
43.0,43.0,43.0,43.0,1,2,46
31.0,31.0,31.0,31.0,2,3,49
53.0,51.0,51.0,51.0,3,4,45
47.0,44.0,46.0,46.0,4,5,48
56.0,51.0,53.0,53.0,5,6,50
60.0,60.0,60.0,60.0,6,0,53
49.0,41.0,43.0,44.0,7,1,47
46.0,46.0,46.0,46.0,1,3,49
43.0,42.0,42.0,43.0,2,4,45
47.0,45.0,45.0,45.0,3,5,48
55.0,53.0,54.0,54.0,4,6,50
60.0,59.0,60.0,60.0,5,0,53
38.0,36.0,37.0,37.0,6,1,47
43.0,39.0,40.0,40.0,7,2,43
42.0,41.0,41.0,41.0,1,4,45
44.0,44.0,43.0,43.0,2,5,48
56.0,53.0,52.0,53.0,3,6,50
60.0,54.0,55.0,55.0,4,0,53
40.0,36.0,36.0,37.0,5,1,47
52.0,46.0,45.0,47.0,6,2,43
60.0,60.0,59.0,60.0,7,3,43
49.0,48.0,48.0,48.0,1,5,48
60.0,59.0,59.0,59.0,2,6,50
60.0,59.0,58.0,58.0,3,0,53
33.0,32.0,32.0,32.0,4,1,47
48.0,46.0,45.0,46.0,5,2,43
60.0,57.0,56.0,58.0,6,3,43
34.0,32.0,32.0,33.0,7,4,32
52.0,51.0,51.0,51.0,1,6,50
58.0,57.0,56.0,57.0,2,0,53
33.0,32.0,32.0,32.0,3,1,47
44.0,42.0,42.0,42.0,4,2,43
60.0,59.0,57.0,59.0,5,3,43
31.0,29.0,28.0,29.0,6,4,32
40.0,37.0,36.0,37.0,7,5,51
54.0,53.0,53.0,53.0,1,0,53
34.0,34.0,34.0,34.0,2,1,47
40.0,39.0,39.0,39.0,3,2,43
53.0,52.0,52.0,52.0,4,3,43
24.0,24.0,23.0,24.0,5,4,32
38.0,37.0,36.0,37.0,6,5,51
27.0,26.0,25.0,27.0,7,6,48
44.0,43.0,43.0,43.0,1,1,47
39.0,38.0,38.0,38.0,2,2,43
51.0,52.0,50.0,51.0,3,3,43
27.0,27.0,25.0,26.0,4,4,32
43.0,45.0,42.0,44.0,5,5,51
22.0,23.0,22.0,23.0,6,6,48
34.0,37.0,35.0,36.0,7,0,49
45.0,44.0,43.0,43.0,1,2,43
47.0,44.0,44.0,43.0,2,3,43
31.0,30.0,29.0,29.0,3,4,32
50.0,48.0,46.0,47.0,4,5,51
27.0,28.0,26.0,26.0,5,6,48
46.0,48.0,44.0,46.0,6,0,49
22.0,24.0,22.0,23.0,7,1,34
43.0,43.0,42.0,42.0,1,3,43
31.0,30.0,29.0,29.0,2,4,32
48.0,48.0,46.0,45.0,3,5,51
36.0,35.0,34.0,34.0,4,6,48
48.0,49.0,48.0,48.0,5,0,49
22.0,23.0,22.0,22.0,6,1,34
15.0,16.0,16.0,16.0,7,2,41
29.0,29.0,29.0,29.0,1,4,32
46.0,46.0,45.0,44.0,2,5,51
45.0,47.0,46.0,45.0,3,6,48
45.0,48.0,46.0,46.0,4,0,49
22.0,24.0,23.0,23.0,5,1,34
18.0,20.0,19.0,19.0,6,2,41
35.0,39.0,38.0,38.0,7,3,51
48.0,48.0,48.0,48.0,1,5,51
45.0,44.0,44.0,43.0,2,6,48
51.0,51.0,51.0,50.0,3,0,49
28.0,29.0,28.0,28.0,4,1,34
18.0,19.0,19.0,19.0,5,2,41
35.0,37.0,36.0,36.0,6,3,51
12.0,13.0,12.0,12.0,7,4,50
43.0,43.0,43.0,43.0,1,6,48
46.0,46.0,45.0,45.0,2,0,49
30.0,30.0,29.0,29.0,3,1,34
20.0,20.0,20.0,20.0,4,2,41
35.0,37.0,36.0,35.0,5,3,51
19.0,20.0,20.0,19.0,6,4,50
21.0,23.0,23.0,22.0,7,5,45
47.0,47.0,46.0,46.0,1,0,49
34.0,33.0,32.0,32.0,2,1,34
23.0,23.0,23.0,23.0,3,2,41
35.0,34.0,33.0,32.0,4,3,51
20.0,20.0,19.0,19.0,5,4,50
24.0,24.0,23.0,22.0,6,5,45
43.0,44.0,43.0,42.0,7,6,54
35.0,34.0,34.0,33.0,1,1,34
29.0,28.0,27.0,27.0,2,2,41
33.0,32.0,32.0,31.0,3,3,51
27.0,26.0,25.0,24.0,4,4,50
24.0,22.0,23.0,21.0,5,5,45
48.0,45.0,45.0,43.0,6,6,54
33.0,30.0,31.0,29.0,7,0,49
36.0,35.0,35.0,34.0,1,2,41
38.0,38.0,37.0,36.0,2,3,51
30.0,31.0,30.0,29.0,3,4,50
28.0,28.0,27.0,26.0,4,5,45
60.0,59.0,59.0,56.0,5,6,54
42.0,40.0,40.0,37.0,6,0,49
23.0,20.0,21.0,19.0,7,1,41
49.0,48.0,47.0,46.0,1,3,51
37.0,36.0,35.0,34.0,2,4,50
33.0,33.0,32.0,31.0,3,5,45
60.0,60.0,58.0,56.0,4,6,54
53.0,47.0,46.0,45.0,5,0,49
25.0,22.0,21.0,20.0,6,1,41
38.0,32.0,32.0,30.0,7,2,39
51.0,49.0,48.0,48.0,1,4,50
42.0,39.0,38.0,37.0,2,5,45
56.0,51.0,51.0,49.0,3,6,54
52.0,44.0,44.0,42.0,4,0,49
29.0,23.0,23.0,22.0,5,1,41
40.0,31.0,32.0,30.0,6,2,39
57.0,43.0,43.0,41.0,7,3,46
46.0,44.0,44.0,43.0,1,5,45
60.0,58.0,56.0,54.0,2,6,54
51.0,46.0,44.0,43.0,3,0,49
36.0,31.0,29.0,28.0,4,1,41
36.0,28.0,27.0,26.0,5,2,39
60.0,51.0,49.0,46.0,6,3,46
39.0,27.0,26.0,25.0,7,4,34
60.0,58.0,57.0,56.0,1,6,54
53.0,48.0,46.0,45.0,2,0,49
34.0,30.0,29.0,28.0,3,1,41
45.0,37.0,34.0,33.0,4,2,39
60.0,53.0,50.0,48.0,5,3,46
42.0,31.0,30.0,28.0,6,4,34
60.0,60.0,60.0,58.0,7,5,40
49.0,49.0,48.0,48.0,1,0,49
34.0,32.0,30.0,29.0,2,1,41
39.0,34.0,32.0,31.0,3,2,39
56.0,49.0,46.0,44.0,4,3,46
31.0,26.0,24.0,23.0,5,4,34
60.0,60.0,60.0,57.0,6,5,40
60.0,60.0,58.0,55.0,7,6,50
37.0,37.0,37.0,36.0,1,1,41
43.0,40.0,38.0,37.0,2,2,39
60.0,53.0,50.0,48.0,3,3,46
31.0,27.0,26.0,25.0,4,4,34
60.0,60.0,56.0,54.0,5,5,40
60.0,57.0,51.0,49.0,6,6,50
60.0,60.0,55.0,54.0,7,0,51
